order,ctryname,cowcode,un_region_name,un_continent_name,ehead,democracy,regime,leaderspellreg,tenurereg,edatereg,rightcensreg
1543,Switzerland,225,Western Europe,Europe,Kurt Furgler,Democracy,Presidential Dem,Kurt Furgler.Switzerland.1977.Presidential Dem,1,1977,1
1544,Switzerland,225,Western Europe,Europe,Willi Ritschard,Democracy,Presidential Dem,Willi Ritschard.Switzerland.1978.Presidential Dem,1,1978,1
1545,Switzerland,225,Western Europe,Europe,Hans Hurlimann,Democracy,Presidential Dem,Hans Hurlimann.Switzerland.1979.Presidential Dem,1,1979,1
1546,Switzerland,225,Western Europe,Europe,Georges-Andre Chevallaz,Democracy,Presidential Dem,Georges-Andre Chevallaz.Switzerland.1980.Presidential Dem,1,1980,1
1547,Switzerland,225,Western Europe,Europe,Kurt Furgler,Democracy,Presidential Dem,Kurt Furgler.Switzerland.1981.Presidential Dem,1,1981,1
1548,Switzerland,225,Western Europe,Europe,Fritz Honegger,Democracy,Presidential Dem,Fritz Honegger.Switzerland.1982.Presidential Dem,1,1982,1
1549,Switzerland,225,Western Europe,Europe,Pierre Aubert,Democracy,Presidential Dem,Pierre Aubert.Switzerland.1983.Presidential Dem,1,1983,1
1550,Switzerland,225,Western Europe,Europe,Leon Schlumpf,Democracy,Presidential Dem,Leon Schlumpf.Switzerland.1984.Presidential Dem,1,1984,1
1551,Switzerland,225,Western Europe,Europe,Kurt Furgler,Democracy,Presidential Dem,Kurt Furgler.Switzerland.1985.Presidential Dem,1,1985,1
1552,Switzerland,225,Western Europe,Europe,Alphons Egli,Democracy,Presidential Dem,Alphons Egli.Switzerland.1986.Presidential Dem,1,1986,1
1553,Switzerland,225,Western Europe,Europe,Pierre Aubert,Democracy,Presidential Dem,Pierre Aubert.Switzerland.1987.Presidential Dem,1,1987,1
1554,Switzerland,225,Western Europe,Europe,Otto Stich,Democracy,Presidential Dem,Otto Stich.Switzerland.1988.Presidential Dem,1,1988,1
1555,Switzerland,225,Western Europe,Europe,Jean-Pascal Delamuraz,Democracy,Presidential Dem,Jean-Pascal Delamuraz.Switzerland.1989.Presidential Dem,1,1989,1
1556,Switzerland,225,Western Europe,Europe,Arnold Koller,Democracy,Presidential Dem,Arnold Koller.Switzerland.1990.Presidential Dem,1,1990,1
1557,Switzerland,225,Western Europe,Europe,Flavio Cotti,Democracy,Presidential Dem,Flavio Cotti.Switzerland.1991.Presidential Dem,1,1991,1
1558,Switzerland,225,Western Europe,Europe,Rene Felber,Democracy,Presidential Dem,Rene Felber.Switzerland.1992.Presidential Dem,1,1992,1
1559,Switzerland,225,Western Europe,Europe,Adolf Ogi,Democracy,Presidential Dem,Adolf Ogi.Switzerland.1993.Presidential Dem,1,1993,1
1560,Switzerland,225,Western Europe,Europe,Otto Stich,Democracy,Presidential Dem,Otto Stich.Switzerland.1994.Presidential Dem,1,1994,1
1561,Switzerland,225,Western Europe,Europe,Kaspar Villiger,Democracy,Presidential Dem,Kaspar Villiger.Switzerland.1995.Presidential Dem,1,1995,1
1562,Switzerland,225,Western Europe,Europe,Jean-Pascal Delamuraz,Democracy,Presidential Dem,Jean-Pascal Delamuraz.Switzerland.1996.Presidential Dem,1,1996,1
1563,Switzerland,225,Western Europe,Europe,Arnold Koller,Democracy,Presidential Dem,Arnold Koller.Switzerland.1997.Presidential Dem,1,1997,1
1564,Switzerland,225,Western Europe,Europe,Flavio Cotti,Democracy,Presidential Dem,Flavio Cotti.Switzerland.1998.Presidential Dem,1,1998,1
1565,Switzerland,225,Western Europe,Europe,Ruth Dreifuss,Democracy,Presidential Dem,Ruth Dreifuss.Switzerland.1999.Presidential Dem,1,1999,1
1566,Switzerland,225,Western Europe,Europe,Adolf Ogi,Democracy,Presidential Dem,Adolf Ogi.Switzerland.2000.Presidential Dem,1,2000,1
1567,Switzerland,225,Western Europe,Europe,Moritz Leuenberger,Democracy,Presidential Dem,Moritz Leuenberger.Switzerland.2001.Presidential Dem,1,2001,1
1568,Switzerland,225,Western Europe,Europe,Kaspar Villiger,Democracy,Presidential Dem,Kaspar Villiger.Switzerland.2002.Presidential Dem,1,2002,1
1569,Switzerland,225,Western Europe,Europe,Pascal Couchepin,Democracy,Presidential Dem,Pascal Couchepin.Switzerland.2003.Presidential Dem,1,2003,1
1570,Switzerland,225,Western Europe,Europe,Joseph Deiss,Democracy,Presidential Dem,Joseph Deiss.Switzerland.2004.Presidential Dem,1,2004,1
1571,Switzerland,225,Western Europe,Europe,Samuel Schmid,Democracy,Presidential Dem,Samuel Schmid.Switzerland.2005.Presidential Dem,1,2005,1
1572,Switzerland,225,Western Europe,Europe,Moritz Leuenberger,Democracy,Presidential Dem,Moritz Leuenberger.Switzerland.2006.Presidential Dem,1,2006,1
1573,Switzerland,225,Western Europe,Europe,Micheline Calmy-Rey,Democracy,Presidential Dem,Micheline Calmy-Rey.Switzerland.2007.Presidential Dem,1,2007,1
1574,Switzerland,225,Western Europe,Europe,Pascal Couchepin,Democracy,Presidential Dem,Pascal Couchepin.Switzerland.2008.Presidential Dem,1,2008,0
1575,Syria,652,Western Asia,Asia,Shukri al-Kuwatli,Non-democracy,Civilian Dict,Shukri al-Kuwatli.Syria.1946.Civilian Dict,3,1946,1
1576,Syria,652,Western Asia,Asia,Adib ash-Shishakli,Non-democracy,Military Dict,Adib ash-Shishakli.Syria.1949.Military Dict,5,1949,1
1577,Syria,652,Western Asia,Asia,military,Non-democracy,Military Dict,military.Syria.1954.Military Dict,1,1954,1
1578,Syria,652,Western Asia,Asia,Shukri al-Kuwatli,Non-democracy,Civilian Dict,Shukri al-Kuwatli.Syria.1955.Civilian Dict,6,1955,1
1579,Syria,652,Western Asia,Asia,Nazim al-Kudsi,Non-democracy,Civilian Dict,Nazim al-Kudsi.Syria.1961.Civilian Dict,2,1961,1
1580,Syria,652,Western Asia,Asia,Amin al-Hafez,Non-democracy,Military Dict,Amin al-Hafez.Syria.1963.Military Dict,3,1963,1
1581,Syria,652,Western Asia,Asia,Salah al-Jadid,Non-democracy,Military Dict,Salah al-Jadid.Syria.1966.Military Dict,4,1966,1
1582,Syria,652,Western Asia,Asia,Hafez al-Assad,Non-democracy,Military Dict,Hafez al-Assad.Syria.1970.Military Dict,30,1970,0
1583,Syria,652,Western Asia,Asia,Bashar al-Assad,Non-democracy,Military Dict,Bashar al-Assad.Syria.1949.Military Dict,9,2000,0
1584,Taiwan,713,Eastern Asia,Asia,Chiang Kai-shek,Non-democracy,Military Dict,Chiang Kai-shek.Taiwan.1949.Military Dict,26,1949,0
1585,Taiwan,713,Eastern Asia,Asia,Yen Chia-kan,Non-democracy,Civilian Dict,Yen Chia-kan.Taiwan.1975.Civilian Dict,3,1975,1
1586,Taiwan,713,Eastern Asia,Asia,Chiang Ching-kuo,Non-democracy,Civilian Dict,Chiang Ching-kuo.Taiwan.1978.Civilian Dict,10,1978,0
1587,Taiwan,713,Eastern Asia,Asia,Lee Teng-hui,Non-democracy,Civilian Dict,Lee Teng-hui.Taiwan.1988.Civilian Dict,8,1988,1
1588,Taiwan,713,Eastern Asia,Asia,Lien Chan,Democracy,Mixed Dem,Lien Chan.Taiwan.1996.Mixed Dem,1,1996,1
1589,Taiwan,713,Eastern Asia,Asia,Vincent Siew,Democracy,Mixed Dem,Vincent Siew.Taiwan.1997.Mixed Dem,3,1997,1
1590,Taiwan,713,Eastern Asia,Asia,Chang Chun-hsiung,Democracy,Mixed Dem,Chang Chun-hsiung.Taiwan.2000.Mixed Dem,2,2000,1
1591,Taiwan,713,Eastern Asia,Asia,Yu Shyi-kun,Democracy,Mixed Dem,Yu Shyi-kun.Taiwan.2002.Mixed Dem,3,2002,1
1592,Taiwan,713,Eastern Asia,Asia,Frank Hsieh,Democracy,Mixed Dem,Frank Hsieh.Taiwan.2005.Mixed Dem,1,2005,1
1593,Taiwan,713,Eastern Asia,Asia,Su Tseng-chang,Democracy,Mixed Dem,Su Tseng-chang.Taiwan.2006.Mixed Dem,1,2006,1
1594,Taiwan,713,Eastern Asia,Asia,Chang Chun-hsiung,Democracy,Mixed Dem,Chang Chun-hsiung.Taiwan.2007.Mixed Dem,1,2007,1
1595,Taiwan,713,Eastern Asia,Asia,Liu Chao-shiuan,Democracy,Mixed Dem,Liu Chao-shiuan.Taiwan.2008.Mixed Dem,1,2008,0
1596,Tajikistan,702,Central Asia,Asia,Rakhmon Nabiyev,Non-democracy,Civilian Dict,Rakhmon Nabiyev.Tajikistan.1991.Civilian Dict,1,1991,1
1597,Tajikistan,702,Central Asia,Asia,Imomali Rakhmonov,Non-democracy,Civilian Dict,Imomali Rakhmonov.Tajikistan.1961.Civilian Dict,17,1992,0
1598,Tanzania,510,Eastern Africa,Africa,Julius Nyerere,Non-democracy,Civilian Dict,Julius Nyerere.Tanzania.1961.Civilian Dict,24,1961,1
1599,Tanzania,510,Eastern Africa,Africa,Ali Hassan Mwinyi,Non-democracy,Civilian Dict,Ali Hassan Mwinyi.Tanzania.1985.Civilian Dict,10,1985,1
1600,Tanzania,510,Eastern Africa,Africa,Benjamin Mkapa,Non-democracy,Civilian Dict,Benjamin Mkapa.Tanzania.1995.Civilian Dict,10,1995,1
1601,Tanzania,510,Eastern Africa,Africa,Jakaya Mrisho Kikwete,Non-democracy,Military Dict,Jakaya Mrisho Kikwete.Tanzania.1946.Military Dict,4,2005,0
1602,Thailand,800,South-Eastern Asia,Asia,Luang Thamrongnawasawat,Non-democracy,Military Dict,Luang Thamrongnawasawat.Thailand.1946.Military Dict,1,1946,1
1603,Thailand,800,South-Eastern Asia,Asia,Luang Phibulsongkhram,Non-democracy,Military Dict,Luang Phibulsongkhram.Thailand.1947.Military Dict,10,1947,1
1604,Thailand,800,South-Eastern Asia,Asia,Thanom Kittikachorn,Non-democracy,Military Dict,Thanom Kittikachorn.Thailand.1957.Military Dict,1,1957,1
1605,Thailand,800,South-Eastern Asia,Asia,Sarit Thanarat,Non-democracy,Military Dict,Sarit Thanarat.Thailand.1958.Military Dict,5,1958,0
1606,Thailand,800,South-Eastern Asia,Asia,Thanom Kittikachorn,Non-democracy,Military Dict,Thanom Kittikachorn.Thailand.1963.Military Dict,10,1963,1
1607,Thailand,800,South-Eastern Asia,Asia,Sanya Thammasak,Non-democracy,Civilian Dict,Sanya Thammasak.Thailand.1973.Civilian Dict,2,1973,1
1608,Thailand,800,South-Eastern Asia,Asia,Kukrit Pramoj,Democracy,Parliamentary Dem,Kukrit Pramoj.Thailand.1975.Parliamentary Dem,1,1975,1
1609,Thailand,800,South-Eastern Asia,Asia,military,Non-democracy,Military Dict,military.Thailand.1976.Military Dict,1,1976,1
1610,Thailand,800,South-Eastern Asia,Asia,Kriangsak Chamanand,Non-democracy,Military Dict,Kriangsak Chamanand.Thailand.1977.Military Dict,2,1977,1
1611,Thailand,800,South-Eastern Asia,Asia,Kriangsak Chamanand,Democracy,Parliamentary Dem,Kriangsak Chamanand.Thailand.1979.Parliamentary Dem,1,1979,1
1612,Thailand,800,South-Eastern Asia,Asia,Prem Tinsulanond,Democracy,Parliamentary Dem,Prem Tinsulanond.Thailand.1980.Parliamentary Dem,8,1980,1
1613,Thailand,800,South-Eastern Asia,Asia,Chatichai Choonhavan,Democracy,Parliamentary Dem,Chatichai Choonhavan.Thailand.1988.Parliamentary Dem,3,1988,1
1614,Thailand,800,South-Eastern Asia,Asia,military,Non-democracy,Military Dict,military.Thailand.1991.Military Dict,1,1991,1
1615,Thailand,800,South-Eastern Asia,Asia,Chuan Leekpai,Democracy,Parliamentary Dem,Chuan Leekpai.Thailand.1992.Parliamentary Dem,3,1992,1
1616,Thailand,800,South-Eastern Asia,Asia,Banharn Silapa-archa,Democracy,Parliamentary Dem,Banharn Silapa-archa.Thailand.1995.Parliamentary Dem,1,1995,1
1617,Thailand,800,South-Eastern Asia,Asia,Chaovalit Yongchaiyudh,Democracy,Parliamentary Dem,Chaovalit Yongchaiyudh.Thailand.1996.Parliamentary Dem,1,1996,1
1618,Thailand,800,South-Eastern Asia,Asia,Chuan Leekpai,Democracy,Parliamentary Dem,Chuan Leekpai.Thailand.1997.Parliamentary Dem,4,1997,1
1619,Thailand,800,South-Eastern Asia,Asia,Thaksin Shinawatra,Democracy,Parliamentary Dem,Thaksin Shinawatra.Thailand.2001.Parliamentary Dem,5,2001,1
1620,Thailand,800,South-Eastern Asia,Asia,Surayud Chulanont,Non-democracy,Military Dict,Surayud Chulanont.Thailand.2006.Military Dict,2,2006,1
1621,Thailand,800,South-Eastern Asia,Asia,Abhisit Vejjajiva,Democracy,Parliamentary Dem,Abhisit Vejjajiva.Thailand.2008.Parliamentary Dem,1,2008,0
1622,Togo,461,Western Africa,Africa,Sylvanus Olympio,Non-democracy,Civilian Dict,Sylvanus Olympio.Togo.1960.Civilian Dict,3,1960,0
1623,Togo,461,Western Africa,Africa,Nicholas Grunitzky,Non-democracy,Civilian Dict,Nicholas Grunitzky.Togo.1963.Civilian Dict,4,1963,1
1624,Togo,461,Western Africa,Africa,Etienne Eyadema,Non-democracy,Military Dict,Etienne Eyadema.Togo.1967.Military Dict,38,1967,0
1625,Togo,461,Western Africa,Africa,Faure Gnassingbï¿½,Non-democracy,Civilian Dict,Faure Gnassingbï¿½.Togo.2005.Civilian Dict,4,2005,0
1626,Tonga,955,Polynesia,Oceania,Taufa'ahau Tupou IV,Non-democracy,Monarchy,Taufa'ahau Tupou IV.Tonga.1970.Monarchy,36,1970,0
1627,Tonga,955,Polynesia,Oceania,George Tupou V,Non-democracy,Monarchy,George Tupou V.Tonga.2006.Monarchy,3,2006,0
1628,Trinidad and Tobago,52,Caribbean,Americas,Eric Williams,Democracy,Parliamentary Dem,Eric Williams.Trinidad and Tobago.1962.Parliamentary Dem,19,1962,0
1629,Trinidad and Tobago,52,Caribbean,Americas,George Chambers,Democracy,Parliamentary Dem,George Chambers.Trinidad and Tobago.1981.Parliamentary Dem,5,1981,1
1630,Trinidad and Tobago,52,Caribbean,Americas,A.N.R. Robinson,Democracy,Parliamentary Dem,A.N.R. Robinson.Trinidad and Tobago.1986.Parliamentary Dem,5,1986,1
1631,Trinidad and Tobago,52,Caribbean,Americas,Patrick Manning,Democracy,Parliamentary Dem,Patrick Manning.Trinidad and Tobago.1991.Parliamentary Dem,4,1991,1
1632,Trinidad and Tobago,52,Caribbean,Americas,Basdeo Panday,Democracy,Parliamentary Dem,Basdeo Panday.Trinidad and Tobago.1995.Parliamentary Dem,6,1995,1
1633,Trinidad and Tobago,52,Caribbean,Americas,Patrick Manning,Democracy,Parliamentary Dem,Patrick Manning.Trinidad and Tobago.2001.Parliamentary Dem,8,2001,0
1634,Tunisia,616,Northern Africa,Africa,Habib Bourguiba,Non-democracy,Civilian Dict,Habib Bourguiba.Tunisia.1956.Civilian Dict,31,1956,1
1635,Tunisia,616,Northern Africa,Africa,Zine al-Abidine Ben Ali,Non-democracy,Military Dict,Zine al-Abidine Ben Ali.Tunisia.1946.Military Dict,22,1987,0
1636,Turkey,640,Western Asia,Asia,Ismet Inonu,Non-democracy,Military Dict,Ismet Inonu.Turkey.1946.Military Dict,4,1946,1
1637,Turkey,640,Western Asia,Asia,Celal Bayar,Non-democracy,Civilian Dict,Celal Bayar.Turkey.1950.Civilian Dict,10,1950,1
1638,Turkey,640,Western Asia,Asia,Cemal Gursel,Non-democracy,Military Dict,Cemal Gursel.Turkey.1960.Military Dict,1,1960,1
1639,Turkey,640,Western Asia,Asia,Ismet Inonu,Democracy,Parliamentary Dem,Ismet Inonu.Turkey.1961.Parliamentary Dem,4,1961,1
1640,Turkey,640,Western Asia,Asia,Suleyman Demirel,Democracy,Parliamentary Dem,Suleyman Demirel.Turkey.1965.Parliamentary Dem,6,1965,1
1641,Turkey,640,Western Asia,Asia,Nihat Erim,Democracy,Parliamentary Dem,Nihat Erim.Turkey.1971.Parliamentary Dem,1,1971,1
1642,Turkey,640,Western Asia,Asia,Ferit Melen,Democracy,Parliamentary Dem,Ferit Melen.Turkey.1972.Parliamentary Dem,1,1972,1
1643,Turkey,640,Western Asia,Asia,Naim Talu,Democracy,Parliamentary Dem,Naim Talu.Turkey.1973.Parliamentary Dem,1,1973,1
1644,Turkey,640,Western Asia,Asia,Said Irmak,Democracy,Parliamentary Dem,Said Irmak.Turkey.1974.Parliamentary Dem,1,1974,1
1645,Turkey,640,Western Asia,Asia,Suleyman Demirel,Democracy,Parliamentary Dem,Suleyman Demirel.Turkey.1975.Parliamentary Dem,3,1975,1
1646,Turkey,640,Western Asia,Asia,Bulent Ecevit,Democracy,Parliamentary Dem,Bulent Ecevit.Turkey.1978.Parliamentary Dem,1,1978,1
1647,Turkey,640,Western Asia,Asia,Suleyman Demirel,Democracy,Parliamentary Dem,Suleyman Demirel.Turkey.1979.Parliamentary Dem,1,1979,1
1648,Turkey,640,Western Asia,Asia,Kenan Evren,Non-democracy,Military Dict,Kenan Evren.Turkey.1980.Military Dict,3,1980,1
1649,Turkey,640,Western Asia,Asia,Turgut Ozal,Democracy,Parliamentary Dem,Turgut Ozal.Turkey.1983.Parliamentary Dem,6,1983,1
1650,Turkey,640,Western Asia,Asia,Yildirim Akbulut,Democracy,Parliamentary Dem,Yildirim Akbulut.Turkey.1989.Parliamentary Dem,2,1989,1
1651,Turkey,640,Western Asia,Asia,Suleyman Demirel,Democracy,Parliamentary Dem,Suleyman Demirel.Turkey.1991.Parliamentary Dem,2,1991,1
1652,Turkey,640,Western Asia,Asia,Tansu Ciller,Democracy,Parliamentary Dem,Tansu Ciller.Turkey.1993.Parliamentary Dem,3,1993,1
1653,Turkey,640,Western Asia,Asia,Necmettin Erbakan,Democracy,Parliamentary Dem,Necmettin Erbakan.Turkey.1996.Parliamentary Dem,1,1996,1
1654,Turkey,640,Western Asia,Asia,Mesut Yilmaz,Democracy,Parliamentary Dem,Mesut Yilmaz.Turkey.1997.Parliamentary Dem,2,1997,1
1655,Turkey,640,Western Asia,Asia,Mustafa Bulent Ecevit,Democracy,Parliamentary Dem,Mustafa Bulent Ecevit.Turkey.1999.Parliamentary Dem,3,1999,1
1656,Turkey,640,Western Asia,Asia,Abdullah Gul,Democracy,Parliamentary Dem,Abdullah Gul.Turkey.2002.Parliamentary Dem,1,2002,1
1657,Turkey,640,Western Asia,Asia,Recep Tayyip Erdogan,Democracy,Parliamentary Dem,Recep Tayyip Erdogan.Turkey.2003.Parliamentary Dem,6,2003,0
1658,Turkmenistan,701,Central Asia,Asia,Saparmurad Niyazov,Non-democracy,Civilian Dict,Saparmurad Niyazov.Turkmenistan.1991.Civilian Dict,15,1991,0
1659,Turkmenistan,701,Central Asia,Asia,Gurbanguly M. Berdymukhammedov,Non-democracy,Civilian Dict,Gurbanguly M. Berdymukhammedov.Turkmenistan.2006.Civilian Dict,3,2006,0
1660,Tuvalu,NA,Polynesia,Oceania,Toalipi Lauti,Democracy,Parliamentary Dem,Toalipi Lauti.Tuvalu.1978.Parliamentary Dem,3,1978,1
1661,Tuvalu,NA,Polynesia,Oceania,Tomasi Puapua,Democracy,Parliamentary Dem,Tomasi Puapua.Tuvalu.1981.Parliamentary Dem,8,1981,1
1662,Tuvalu,NA,Polynesia,Oceania,Bikenibeu Paeniu,Democracy,Parliamentary Dem,Bikenibeu Paeniu.Tuvalu.1989.Parliamentary Dem,4,1989,1
1663,Tuvalu,NA,Polynesia,Oceania,Kamuta Latasi,Democracy,Parliamentary Dem,Kamuta Latasi.Tuvalu.1993.Parliamentary Dem,3,1993,1
1664,Tuvalu,NA,Polynesia,Oceania,Bikenibeu Paeniu,Democracy,Parliamentary Dem,Bikenibeu Paeniu.Tuvalu.1996.Parliamentary Dem,3,1996,1
1665,Tuvalu,NA,Polynesia,Oceania,Ionatana Ionatana,Democracy,Parliamentary Dem,Ionatana Ionatana.Tuvalu.1999.Parliamentary Dem,1,1999,1
1666,Tuvalu,947,Polynesia,Oceania,Lgitupu Tuilimu,Democracy,Parliamentary Dem,Lgitupu Tuilimu.Tuvalu.2000.Parliamentary Dem,1,2000,1
1667,Tuvalu,947,Polynesia,Oceania,Koloa Talake,Democracy,Parliamentary Dem,Koloa Talake.Tuvalu.2001.Parliamentary Dem,1,2001,1
1668,Tuvalu,947,Polynesia,Oceania,Saufatu Sopoanga,Democracy,Parliamentary Dem,Saufatu Sopoanga.Tuvalu.2002.Parliamentary Dem,2,2002,1
1669,Tuvalu,947,Polynesia,Oceania,Maatia Toafa,Democracy,Parliamentary Dem,Maatia Toafa.Tuvalu.2004.Parliamentary Dem,2,2004,1
1670,Tuvalu,947,Polynesia,Oceania,Apisai Ielemia,Democracy,Parliamentary Dem,Apisai Ielemia.Tuvalu.2006.Parliamentary Dem,3,2006,0
1671,U.S.S.R.,365,Eastern Europe,Europe,Josef Stalin,Non-democracy,Civilian Dict,Josef Stalin.U.S.S.R..1946.Civilian Dict,7,1946,0
1672,U.S.S.R.,365,Eastern Europe,Europe,Nikita Khruschev,Non-democracy,Civilian Dict,Nikita Khruschev.U.S.S.R..1953.Civilian Dict,11,1953,1
1673,U.S.S.R.,365,Eastern Europe,Europe,Leonid Brezhnev,Non-democracy,Civilian Dict,Leonid Brezhnev.U.S.S.R..1964.Civilian Dict,18,1964,0
1674,U.S.S.R.,365,Eastern Europe,Europe,Yuri Andropov,Non-democracy,Civilian Dict,Yuri Andropov.U.S.S.R..1982.Civilian Dict,2,1982,0
1675,U.S.S.R.,365,Eastern Europe,Europe,Konstantin Chernenko,Non-democracy,Civilian Dict,Konstantin Chernenko.U.S.S.R..1984.Civilian Dict,1,1984,0
1676,U.S.S.R.,365,Eastern Europe,Europe,Mikhail Gorbachev,Non-democracy,Civilian Dict,Mikhail Gorbachev.U.S.S.R..1962.Civilian Dict,6,1985,0
1677,Uganda,500,Eastern Africa,Africa,Sir Walter Fleming Coutts,Non-democracy,Civilian Dict,Sir Walter Fleming Coutts.Uganda.1962.Civilian Dict,1,1962,1
1678,Uganda,500,Eastern Africa,Africa,Sir Edward Frederick Mutesa II,Non-democracy,Civilian Dict,Sir Edward Frederick Mutesa II.Uganda.1963.Civilian Dict,3,1963,1
1679,Uganda,500,Eastern Africa,Africa,Milton Obote,Non-democracy,Civilian Dict,Milton Obote.Uganda.1966.Civilian Dict,5,1966,1
1680,Uganda,500,Eastern Africa,Africa,Idi Amin Dada,Non-democracy,Military Dict,Idi Amin Dada.Uganda.1971.Military Dict,8,1971,1
1681,Uganda,500,Eastern Africa,Africa,Godfrey Binsaisa,Non-democracy,Civilian Dict,Godfrey Binsaisa.Uganda.1979.Civilian Dict,1,1979,1
1682,Uganda,500,Eastern Africa,Africa,Milton Obote,Democracy,Presidential Dem,Milton Obote.Uganda.1980.Presidential Dem,5,1980,1
1683,Uganda,500,Eastern Africa,Africa,Tito Okello,Non-democracy,Military Dict,Tito Okello.Uganda.1985.Military Dict,1,1985,1
1684,Uganda,500,Eastern Africa,Africa,Yoweri Museveni,Non-democracy,Civilian Dict,Yoweri Museveni.Uganda.1986.Civilian Dict,23,1986,0
1685,Ukraine,369,Eastern Europe,Europe,Vitold Pavlovych Fokin,Democracy,Mixed Dem,Vitold Pavlovych Fokin.Ukraine.1991.Mixed Dem,1,1991,1
1686,Ukraine,369,Eastern Europe,Europe,Leonid Danylovych Kuchma,Democracy,Mixed Dem,Leonid Danylovych Kuchma.Ukraine.1992.Mixed Dem,1,1992,1
1687,Ukraine,369,Eastern Europe,Europe,Yukhym Leonidovych Zvyahilskiy,Democracy,Mixed Dem,Yukhym Leonidovych Zvyahilskiy.Ukraine.1993.Mixed Dem,1,1993,1
1688,Ukraine,369,Eastern Europe,Europe,Vitaliy Anriyovych Masol,Democracy,Mixed Dem,Vitaliy Anriyovych Masol.Ukraine.1994.Mixed Dem,1,1994,1
1689,Ukraine,369,Eastern Europe,Europe,Yevhen Kyrylovych Marchuk,Democracy,Mixed Dem,Yevhen Kyrylovych Marchuk.Ukraine.1995.Mixed Dem,1,1995,1
1690,Ukraine,369,Eastern Europe,Europe,Pavlo Ivanovych Lazarenko,Democracy,Mixed Dem,Pavlo Ivanovych Lazarenko.Ukraine.1996.Mixed Dem,1,1996,1
1691,Ukraine,369,Eastern Europe,Europe,Valeriy Pavlovych Pustovoytenko,Democracy,Mixed Dem,Valeriy Pavlovych Pustovoytenko.Ukraine.1997.Mixed Dem,2,1997,1
1692,Ukraine,369,Eastern Europe,Europe,Viktor Andriyovych Yushchenko,Democracy,Mixed Dem,Viktor Andriyovych Yushchenko.Ukraine.1999.Mixed Dem,2,1999,1
1693,Ukraine,369,Eastern Europe,Europe,Anatoliy Kyrylovych Kinakh,Democracy,Mixed Dem,Anatoliy Kyrylovych Kinakh.Ukraine.2001.Mixed Dem,1,2001,1
